event_id,user_id,placing,army_id,army_name
adv9ilzj98,bYW4Ra5vK7,4,RVTtA8gCrz,Adeptus Custodes
4mfbHTOBVc,6icKLEBsVk,1,LT7h2egMXA,Pathfinders
4mfbHTOBVc,ItLbWbutXO,2,LT7h2egMXA,Pathfinders
4mfbHTOBVc,J64aoUISJR,3,LT7h2egMXA,Pathfinders
4mfbHTOBVc,B2AK93JFVF,4,GLnXqLn8WO,Troupe
4mfbHTOBVc,BsSqpVRkMq,5,GLnXqLn8WO,Troupe
4mfbHTOBVc,1OyJMBfcKq,6,VDpRBmwJeg,Craftworld
4mfbHTOBVc,paCMNjkQb2,7,LT7h2egMXA,Pathfinders
4mfbHTOBVc,EV92NUP616,8,iZGEmAny5r,Novitiates
4mfbHTOBVc,ENtBNZUCQf,9,HTyPzmoxpg,Wyrmblade
4mfbHTOBVc,ZqJz7pKCiB,10,VNPKVFKkJx,Traitor Space Marine
4mfbHTOBVc,SBYkgPsStj,11,VNPKVFKkJx,Traitor Space Marine
4mfbHTOBVc,j6Zf7zBHWB,12,oIGBgz0rWT,Ork Kommandos
4mfbHTOBVc,80JMMADKA9,13,GLnXqLn8WO,Troupe
4mfbHTOBVc,8Jc3d0nB6I,14,oIGBgz0rWT,Ork Kommandos
4mfbHTOBVc,OcluNW0oCT,15,oIGBgz0rWT,Ork Kommandos
4mfbHTOBVc,OEbK66GoMC,16,HMOIAMPQkF,Hunter Clade
QDVMDKkYba,DO3jEUofJD,1,Ht2xxIrENE,Asuryani
QDVMDKkYba,GpATxpFk2l,2,5hyGpBvAJL,Cadre Mercenary
QDVMDKkYba,g7OlyCHctX,3,nEQNnAfnWE,Adepta Sororitas
QDVMDKkYba,DprvD8e9Fp,4,oHa14M1DS7,Chaos Daemons
QDVMDKkYba,7JZWofkCfP,5,vfhoaJsxe1,Astra Militarum
QDVMDKkYba,SyXuNmw9iC,6,L89u8ltWQG,Drukhari
QDVMDKkYba,LCxF9WfBxv,7,FoLDcvNEzW,Chaos Daemons
QDVMDKkYba,6mMgME85UE,8,atAe92X7gE,Adeptus Astartes
QDVMDKkYba,YCWMig3bvY,9,CRhCbDdZmd,Commorite
QDVMDKkYba,wKaDLysald,10,nEQNnAfnWE,Adepta Sororitas
PaSjw5EGNQ,7U82YMoja4,1,7MZmTkjtvN,Veteran Guardsmen
PaSjw5EGNQ,gkNpFDBcqm,2,GEoM3iLOFN,Harlequins
PaSjw5EGNQ,rhAzHFD00Y,3,LT7h2egMXA,Pathfinders
PaSjw5EGNQ,rjUIk6V2bo,4,iZGEmAny5r,Novitiates
PaSjw5EGNQ,kedVEM9jEm,5,VNPKVFKkJx,Traitor Space Marine
PaSjw5EGNQ,psmf8I4OQ8,6,oIGBgz0rWT,Ork Kommandos
PaSjw5EGNQ,8zAOKgyhg9,7,LT7h2egMXA,Pathfinders
PaSjw5EGNQ,8IbToS0Ms9,8,7MZmTkjtvN,Veteran Guardsmen
PaSjw5EGNQ,8Qmg7jcH5j,9,g33HjqCsH4,Warp Coven
PaSjw5EGNQ,8B9jK9KSdP,10,TQG24C1NEf,Talons of the Emperor
PaSjw5EGNQ,R2zQLEpYdi,11,3F19iI0Bt3,Death Guard
PaSjw5EGNQ,6lVO3W6eqo,12,VNPKVFKkJx,Traitor Space Marine
PaSjw5EGNQ,kMr84vEGB1,13,HTyPzmoxpg,Wyrmblade
PaSjw5EGNQ,iGMNxay6GX,14,TQG24C1NEf,Talons of the Emperor
PaSjw5EGNQ,pjqKYm4Agf,15,7MZmTkjtvN,Veteran Guardsmen
PaSjw5EGNQ,GOUDZEmh8Z,16,N2uSbuLvN0,Space Marine
Y0hHivx5oP,cAoi7DjldO,1,GLnXqLn8WO,Troupe
Y0hHivx5oP,A7KFKMWLLT,2,HTyPzmoxpg,Wyrmblade
Y0hHivx5oP,HBLLBJAKX3,3,GLnXqLn8WO,Troupe
Y0hHivx5oP,bLbeuiZxy6,4,HTyPzmoxpg,Wyrmblade
Y0hHivx5oP,EhH4fKW6FM,5,VNPKVFKkJx,Traitor Space Marine
Y0hHivx5oP,97OivHpsDJ,6,iZGEmAny5r,Novitiates
Y0hHivx5oP,hHYEbcoi6Y,7,LT7h2egMXA,Pathfinders
Y0hHivx5oP,4DMD2WJUBU,8,dtN8qEq6BG,Hive Fleet
Y0hHivx5oP,lfGUKPWw7N,9,7MZmTkjtvN,Veteran Guardsmen
Y0hHivx5oP,YM4MAVU7D9,10,7MZmTkjtvN,Veteran Guardsmen
Y0hHivx5oP,zhPCGvywOO,11,7MZmTkjtvN,Veteran Guardsmen
Y0hHivx5oP,hY0Auty461,12,Ht2xxIrENE,Asuryani
Y0hHivx5oP,Q6N2ND56KA,13,7MZmTkjtvN,Veteran Guardsmen
Y0hHivx5oP,O0Qjs2AZST,14,LT7h2egMXA,Pathfinders
Y0hHivx5oP,NT9NWUEAGP,15,LT7h2egMXA,Pathfinders
Y0hHivx5oP,dOr4LAJQcJ,16,dtN8qEq6BG,Hive Fleet
Y0hHivx5oP,MP75B674XF,17,HMOIAMPQkF,Hunter Clade
Y0hHivx5oP,sxWLBks9Pl,18,YHDcQGGxCo,Imperial Guard
Y0hHivx5oP,lGoa1w2hV2,19,oIGBgz0rWT,Ork Kommandos
Y0hHivx5oP,MGM5O0X9fo,20,TQG24C1NEf,Talons of the Emperor
Y0hHivx5oP,HRrbqDttcL,21,CRhCbDdZmd,Commorite
Y0hHivx5oP,GBCxSKk4ZY,22,N2uSbuLvN0,Space Marine
nqs8oLnjht,J93UYJ46T2,1,GLnXqLn8WO,Troupe
nqs8oLnjht,RjlaQggGr1,2,GEoM3iLOFN,Harlequins
nqs8oLnjht,LNzQ2IC5ja,3,HTyPzmoxpg,Wyrmblade
nqs8oLnjht,NEF3L5CRB9,4,VDpRBmwJeg,Craftworld
nqs8oLnjht,EMHJJ0L3N1,5,GEoM3iLOFN,Harlequins
nqs8oLnjht,D1KRtAHCx3,6,pAKAeIH3Ay,Greenskin
nqs8oLnjht,CkN4GQfA8H,7,EWadqM6wl8,Heretic Astartes
nqs8oLnjht,tbAbdpQQpz,8,HMOIAMPQkF,Hunter Clade
nqs8oLnjht,h2PyoGs0Fw,9,7MZmTkjtvN,Veteran Guardsmen
nqs8oLnjht,QOin956sj5,10,EWadqM6wl8,Heretic Astartes
nqs8oLnjht,bh2EtNanBv,11,oIGBgz0rWT,Ork Kommandos
nqs8oLnjht,v98VE01hcS,12,N2uSbuLvN0,Space Marine
nqs8oLnjht,JHF43bwuKn,13,CRhCbDdZmd,Commorite
nqs8oLnjht,npXE8vg0Mq,14,BVZmx8Bp1S,Tyranids
nqs8oLnjht,K1Zl5bRusB,15,VDpRBmwJeg,Craftworld
nqs8oLnjht,9QQGRMh7ZZ,16,7MZmTkjtvN,Veteran Guardsmen
nqs8oLnjht,c58HRHddia,17,Ht2xxIrENE,Asuryani
nqs8oLnjht,UWUozzHPHd,18,LT7h2egMXA,Pathfinders
nqs8oLnjht,GDFIoGudXl,19,CwAEo5fdgJ,Kroot
nqs8oLnjht,0T0KD5L8AK,20,HTyPzmoxpg,Wyrmblade
HhjUJ6OOsy,OtPBBGiO3W,1,oIGBgz0rWT,Ork Kommandos
HhjUJ6OOsy,0RStqEkvCq,2,GLnXqLn8WO,Troupe
HhjUJ6OOsy,BX79MV7DRU,3,oIGBgz0rWT,Ork Kommandos
HhjUJ6OOsy,MVAG229F6M,4,7MZmTkjtvN,Veteran Guardsmen
HhjUJ6OOsy,FJpa4yQxL2,5,7MZmTkjtvN,Veteran Guardsmen
HhjUJ6OOsy,rwuwitOP6l,6,iZGEmAny5r,Novitiates
HhjUJ6OOsy,741GDWXF95,7,7MZmTkjtvN,Veteran Guardsmen
HhjUJ6OOsy,NwqmHpsxIj,8,7MZmTkjtvN,Veteran Guardsmen
HhjUJ6OOsy,MBQNXAP0RG,9,GLnXqLn8WO,Troupe
HhjUJ6OOsy,otQPJLSGrs,10,7MZmTkjtvN,Veteran Guardsmen
HhjUJ6OOsy,x8FYBrEmnr,11,VNPKVFKkJx,Traitor Space Marine
HhjUJ6OOsy,mOo5ahzFkr,12,HTyPzmoxpg,Wyrmblade
HhjUJ6OOsy,3V3XU21L4M,13,VDpRBmwJeg,Craftworld
HhjUJ6OOsy,Vj4MbkJKW9,14,VNPKVFKkJx,Traitor Space Marine
HhjUJ6OOsy,pOgAWYhRuP,15,GLnXqLn8WO,Troupe
HhjUJ6OOsy,KBLuloqpFE,16,oIGBgz0rWT,Ork Kommandos
HhjUJ6OOsy,aMXjVSaehX,17,HTyPzmoxpg,Wyrmblade
HhjUJ6OOsy,SEXEnExFEC,18,HTyPzmoxpg,Wyrmblade
HhjUJ6OOsy,k87iWaDfh6,19,,
HhjUJ6OOsy,jNn8Yd1kAX,20,,
HhjUJ6OOsy,0aJRP2h4nz,21,,
66nQNwF0qC,vnbhbAyd5y,1,3F19iI0Bt3,Death Guard
66nQNwF0qC,JAG1lVGyVe,2,N2uSbuLvN0,Space Marine
66nQNwF0qC,0cvbe0fAR4,3,7MZmTkjtvN,Veteran Guardsmen
66nQNwF0qC,Wtzb5GqDXt,4,7MZmTkjtvN,Veteran Guardsmen
OKOrmg9T8x,YE2G1UPYW1,1,oIGBgz0rWT,Ork Kommandos
OKOrmg9T8x,Wzmv8ZtPlj,2,TQG24C1NEf,Talons of the Emperor
OKOrmg9T8x,YpZb8YKqTh,3,oIGBgz0rWT,Ork Kommandos
OKOrmg9T8x,JqREafa1H5,4,LT7h2egMXA,Pathfinders
OKOrmg9T8x,CyHovVHtfC,5,HTyPzmoxpg,Wyrmblade
OKOrmg9T8x,lpDEAeZt8J,6,HTyPzmoxpg,Wyrmblade
OKOrmg9T8x,GJP6KBMG9A,7,3F19iI0Bt3,Death Guard
OKOrmg9T8x,unntFcsK6m,8,g33HjqCsH4,Warp Coven
OKOrmg9T8x,AOcMQOD4lT,9,GLnXqLn8WO,Troupe
OKOrmg9T8x,GeGwCbGC0U,10,TQG24C1NEf,Talons of the Emperor
OKOrmg9T8x,6JMA9GHD1G,11,N2uSbuLvN0,Space Marine
OKOrmg9T8x,H7ns0YTmgI,12,N2uSbuLvN0,Space Marine
OKOrmg9T8x,2o93uvAsRJ,13,oIGBgz0rWT,Ork Kommandos
OKOrmg9T8x,Iexhdfly4V,14,dtN8qEq6BG,Hive Fleet
9anmZRnOY2,Fyedb9tvit,1,VNPKVFKkJx,Traitor Space Marine
9anmZRnOY2,Sjhb2yH8y1,2,oIGBgz0rWT,Ork Kommandos
9anmZRnOY2,6icKLEBsVk,3,LT7h2egMXA,Pathfinders
9anmZRnOY2,80JMMADKA9,4,GLnXqLn8WO,Troupe
9anmZRnOY2,ISYf8u4qCh,5,HQwaKYxl4M,Ecclesiarchy
9anmZRnOY2,B2AK93JFVF,6,GLnXqLn8WO,Troupe
9anmZRnOY2,ItLbWbutXO,7,LT7h2egMXA,Pathfinders
9anmZRnOY2,J6KXDDRDYB,8,HTyPzmoxpg,Wyrmblade
9anmZRnOY2,OcluNW0oCT,9,oIGBgz0rWT,Ork Kommandos
9anmZRnOY2,MpXktUocZq,10,GLnXqLn8WO,Troupe
9anmZRnOY2,4DMD2WJUBU,11,VDpRBmwJeg,Craftworld
9anmZRnOY2,1OyJMBfcKq,12,VDpRBmwJeg,Craftworld
9anmZRnOY2,qUbPdIXRkw,13,VNPKVFKkJx,Traitor Space Marine
9anmZRnOY2,U3KfedSae5,14,VNPKVFKkJx,Traitor Space Marine
9anmZRnOY2,UdnBQawSaG,15,VNPKVFKkJx,Traitor Space Marine
9anmZRnOY2,84B5MB3KD0,16,7MZmTkjtvN,Veteran Guardsmen
VfDXMJAisn,XU7LYEbaBi,1,g33HjqCsH4,Warp Coven
VfDXMJAisn,cbN9X6ienh,2,7MZmTkjtvN,Veteran Guardsmen
VfDXMJAisn,3yqzATwiCu,3,atAe92X7gE,Adeptus Astartes
VfDXMJAisn,LZSd2tTwut,4,Ht2xxIrENE,Asuryani
QOmaVeAsKT,wFLqwpyhLG,1,g33HjqCsH4,Warp Coven
QOmaVeAsKT,OAKFvGF0So,2,GLnXqLn8WO,Troupe
QOmaVeAsKT,kc67tsUe4y,3,7MZmTkjtvN,Veteran Guardsmen
QOmaVeAsKT,0kDIjFblMj,4,5hyGpBvAJL,Cadre Mercenary
QOmaVeAsKT,rRxjpSnB54,5,Zwe3DsZjl9,Tomb World
QOmaVeAsKT,gwN9j56Ymi,6,Q2QerOGPJE,Grey Knights
QOmaVeAsKT,sxR4k7Fy2B,7,7MZmTkjtvN,Veteran Guardsmen
QOmaVeAsKT,wufgsY0O79,8,Zwe3DsZjl9,Tomb World
QOmaVeAsKT,NNaZg4IiiR,9,YHDcQGGxCo,Imperial Guard
QOmaVeAsKT,XEyHFZr9XD,10,N2uSbuLvN0,Space Marine
QOmaVeAsKT,9GnAGDtR2f,11,LT7h2egMXA,Pathfinders
QOmaVeAsKT,n5pDieVCUY,12,CRhCbDdZmd,Commorite
QOmaVeAsKT,9p1gIATqOg,13,Q2QerOGPJE,Grey Knights
QOmaVeAsKT,Jj4pKAWAst,14,1IUMpjhygZ,Deathwatch
QOmaVeAsKT,vAK0IRqbpv,15,TQG24C1NEf,Talons of the Emperor
QOmaVeAsKT,KPyHVYKsrN,16,HMOIAMPQkF,Hunter Clade
QOmaVeAsKT,EJSPvR8X33,17,iZGEmAny5r,Novitiates
QOmaVeAsKT,mX1Hc7erCm,18,oIGBgz0rWT,Ork Kommandos
6E3KFP8lul,0L6R5zGd1r,1,3F19iI0Bt3,Death Guard
6E3KFP8lul,MREabv9IIk,2,oIGBgz0rWT,Ork Kommandos
6E3KFP8lul,XK006F3276,3,3F19iI0Bt3,Death Guard
6E3KFP8lul,zhPCGvywOO,4,LT7h2egMXA,Pathfinders
6E3KFP8lul,cGJRLCLD4A,5,VNPKVFKkJx,Traitor Space Marine
6E3KFP8lul,Ug8AqQqWcH,6,N2uSbuLvN0,Space Marine
6E3KFP8lul,ZZxccHpOVv,7,7MZmTkjtvN,Veteran Guardsmen
6E3KFP8lul,dHGSUClJ9F,8,Q2QerOGPJE,Grey Knights
6E3KFP8lul,ftCD3v1L32,9,oIGBgz0rWT,Ork Kommandos
6E3KFP8lul,YMF67TET4A,10,TQG24C1NEf,Talons of the Emperor
6E3KFP8lul,LLMBQTRQ39,11,YHDcQGGxCo,Imperial Guard
6E3KFP8lul,2HUEY39JF1,12,N2uSbuLvN0,Space Marine
kax4vGT2sV,DuZ0zbTZMr,1,HTyPzmoxpg,Wyrmblade
kax4vGT2sV,sus7pZCQ9s,2,atAe92X7gE,Adeptus Astartes
kax4vGT2sV,GDjl3YNptK,3,atAe92X7gE,Adeptus Astartes
kax4vGT2sV,tbgTHd10wa,4,atAe92X7gE,Adeptus Astartes
kax4vGT2sV,Sdc8So7P9r,5,7MZmTkjtvN,Veteran Guardsmen
kax4vGT2sV,reSKnSMRqH,6,TQG24C1NEf,Talons of the Emperor
kax4vGT2sV,G1SmPHWK9b,7,LT7h2egMXA,Pathfinders
kax4vGT2sV,YA5B5EF9HP,8,iZGEmAny5r,Novitiates
kax4vGT2sV,4xtbjfijEX,9,HMOIAMPQkF,Hunter Clade
kax4vGT2sV,6HPQD82TM5,10,EWadqM6wl8,Heretic Astartes
kax4vGT2sV,il0b2XuCjp,11,LT7h2egMXA,Pathfinders
kax4vGT2sV,Cz28r47vNn,12,Zwe3DsZjl9,Tomb World
kax4vGT2sV,qc48FhkK0n,13,g33HjqCsH4,Warp Coven
kax4vGT2sV,dibE4lHiPq,14,YHDcQGGxCo,Imperial Guard
7PgJun4glZ,U76cUnyDFz,1,GEoM3iLOFN,Harlequins
7PgJun4glZ,CzHwguPpng,2,GEoM3iLOFN,Harlequins
7PgJun4glZ,PE3PYBPPVW,3,VNPKVFKkJx,Traitor Space Marine
7PgJun4glZ,yHVnKnpz5H,4,LT7h2egMXA,Pathfinders
7PgJun4glZ,APFJKEY1LG,5,VNPKVFKkJx,Traitor Space Marine
7PgJun4glZ,stv0tLdK38,6,7MZmTkjtvN,Veteran Guardsmen
7PgJun4glZ,0LLF12RACR,7,GLnXqLn8WO,Troupe
7PgJun4glZ,GjF2rp71V4,8,oIGBgz0rWT,Ork Kommandos
7PgJun4glZ,E9A15B10AP,9,Q2QerOGPJE,Grey Knights
7PgJun4glZ,VGowXtLtF4,10,g33HjqCsH4,Warp Coven
7PgJun4glZ,4BFsSadg3s,11,Q2QerOGPJE,Grey Knights
7PgJun4glZ,jx6LbWYShZ,12,oIGBgz0rWT,Ork Kommandos
7PgJun4glZ,3QJN5BJ6LR,13,7MZmTkjtvN,Veteran Guardsmen
7PgJun4glZ,2W5AVIHi3J,14,Ht2xxIrENE,Asuryani
7PgJun4glZ,G1FN5WNL0B,15,7MZmTkjtvN,Veteran Guardsmen
7PgJun4glZ,LXOPrYnQJo,16,oIGBgz0rWT,Ork Kommandos
7PgJun4glZ,QNQP226UK2,17,7MZmTkjtvN,Veteran Guardsmen
7PgJun4glZ,JU8G6N48L5,18,g33HjqCsH4,Warp Coven
7PgJun4glZ,NB5qRlK2qf,19,VNPKVFKkJx,Traitor Space Marine
TzdJftA2O6,NTlDBAVuGH,1,GLnXqLn8WO,Troupe
TzdJftA2O6,u7Jk29Ck81,2,TQG24C1NEf,Talons of the Emperor
TzdJftA2O6,qgdFjbWN95,3,HTyPzmoxpg,Wyrmblade
TzdJftA2O6,5QDRop7zGz,4,GEoM3iLOFN,Harlequins
TzdJftA2O6,0CRQPGGXBM,5,GLnXqLn8WO,Troupe
TzdJftA2O6,1N1FFD8XH8,6,oIGBgz0rWT,Ork Kommandos
TzdJftA2O6,WUsXvokXHg,7,atAe92X7gE,Adeptus Astartes
TzdJftA2O6,5XAawMBxnM,8,g33HjqCsH4,Warp Coven
TzdJftA2O6,XXE9PTWXGE,9,TQG24C1NEf,Talons of the Emperor
TzdJftA2O6,6cH1KaitkG,10,HTyPzmoxpg,Wyrmblade
TzdJftA2O6,XCaRVtqggQ,11,oEohwy67E8,T'au Empire
TzdJftA2O6,xHGIwv4Deu,12,oIGBgz0rWT,Ork Kommandos
TzdJftA2O6,gvylm1dSRN,13,3F19iI0Bt3,Death Guard
TzdJftA2O6,rV30p06jbX,14,7MZmTkjtvN,Veteran Guardsmen
TzdJftA2O6,8okKHwuldo,15,g33HjqCsH4,Warp Coven
TzdJftA2O6,dE0BsTqcNR,16,7MZmTkjtvN,Veteran Guardsmen
TzdJftA2O6,WOihlnIuBl,17,Zwe3DsZjl9,Tomb World
TzdJftA2O6,dLmrGWRSBg,18,TQG24C1NEf,Talons of the Emperor
TzdJftA2O6,ZiZAvDSG6L,19,oIGBgz0rWT,Ork Kommandos
TzdJftA2O6,AwR7fQ8joC,20,HMOIAMPQkF,Hunter Clade
TzdJftA2O6,PZWxibNNJH,21,3F19iI0Bt3,Death Guard
TzdJftA2O6,MVGx3xQHRf,22,BVZmx8Bp1S,Tyranids
LoI9bHJNnl,KdpAF7i0FD,1,iZGEmAny5r,Novitiates
LoI9bHJNnl,E19R5MRLPF,2,VNPKVFKkJx,Traitor Space Marine
LoI9bHJNnl,om6D8pIeIM,3,VNPKVFKkJx,Traitor Space Marine
LoI9bHJNnl,9CGX10GTPK,4,LT7h2egMXA,Pathfinders
LoI9bHJNnl,NH6AT1H76W,5,CRhCbDdZmd,Commorite
LoI9bHJNnl,UzvTQIOOdz,6,Ht2xxIrENE,Asuryani
3pR9gIXlfD,MWWr27vXOF,1,oIGBgz0rWT,Ork Kommandos
3pR9gIXlfD,yXSmjPDrcd,2,EWadqM6wl8,Heretic Astartes
3pR9gIXlfD,wtImR9DcCr,3,LT7h2egMXA,Pathfinders
3pR9gIXlfD,ND1WWq9D4v,4,RVTtA8gCrz,Adeptus Custodes
3pR9gIXlfD,F3Uwjc9HFM,5,RVTtA8gCrz,Adeptus Custodes
3pR9gIXlfD,LDBtVWW1WR,6,7MZmTkjtvN,Veteran Guardsmen
3pR9gIXlfD,sVmnSXda2C,7,7MZmTkjtvN,Veteran Guardsmen
3pR9gIXlfD,lKYFEUtZDY,8,Zwe3DsZjl9,Tomb World
3pR9gIXlfD,h8RLKA3djH,9,LT7h2egMXA,Pathfinders
3pR9gIXlfD,6r6ywBAMEZ,10,VDpRBmwJeg,Craftworld
3pR9gIXlfD,BchgdnWpj7,11,dtN8qEq6BG,Hive Fleet
3pR9gIXlfD,WAnhxgN9s0,12,iZGEmAny5r,Novitiates
3pR9gIXlfD,z9zsecY4NB,13,7MZmTkjtvN,Veteran Guardsmen
3pR9gIXlfD,a2vBX7nnUB,14,oIGBgz0rWT,Ork Kommandos
4C2m8zSBGH,tAkJm9pStH,1,GLnXqLn8WO,Troupe
4C2m8zSBGH,NQgeiAU20E,2,3F19iI0Bt3,Death Guard
4C2m8zSBGH,hUg5Z3ImHT,3,HTyPzmoxpg,Wyrmblade
4C2m8zSBGH,dnKlnI8RIW,4,GLnXqLn8WO,Troupe
4C2m8zSBGH,CJFY8NBTFE,5,LT7h2egMXA,Pathfinders
4C2m8zSBGH,EU5H7PPKFX,6,Q2QerOGPJE,Grey Knights
4C2m8zSBGH,KXtWFsoYxF,7,oIGBgz0rWT,Ork Kommandos
4C2m8zSBGH,NjaAqzC1co,8,LT7h2egMXA,Pathfinders
4C2m8zSBGH,obDmOAVgiS,9,RVTtA8gCrz,Adeptus Custodes
4C2m8zSBGH,zHKwSaVxFh,10,RVTtA8gCrz,Adeptus Custodes
4C2m8zSBGH,zfqWtre5Lz,11,vfhoaJsxe1,Astra Militarum
4C2m8zSBGH,XSuxXbco8u,12,oEohwy67E8,T'au Empire
HpJkebXuDo,zi86DgxTsa,1,LT7h2egMXA,Pathfinders
HpJkebXuDo,KH2e2NpXdP,2,GLnXqLn8WO,Troupe
HpJkebXuDo,lyzCMaF76z,3,EWadqM6wl8,Heretic Astartes
HpJkebXuDo,vNHggFWgY2,4,EWadqM6wl8,Heretic Astartes
HpJkebXuDo,KLu8NXIEPs,5,BVZmx8Bp1S,Tyranids
HpJkebXuDo,nqcHHIqizz,6,1IUMpjhygZ,Deathwatch
uXCncdm2Qk,wFLqwpyhLG,1,g33HjqCsH4,Warp Coven
uXCncdm2Qk,sxR4k7Fy2B,2,7MZmTkjtvN,Veteran Guardsmen
uXCncdm2Qk,SVdITjBRvx,3,VNPKVFKkJx,Traitor Space Marine
uXCncdm2Qk,Z2dYFTwimR,4,VNPKVFKkJx,Traitor Space Marine
uXCncdm2Qk,S95EhFDewB,5,iZGEmAny5r,Novitiates
uXCncdm2Qk,fwKXPWohKg,6,VNPKVFKkJx,Traitor Space Marine
uXCncdm2Qk,XIPqAWmapi,7,7MZmTkjtvN,Veteran Guardsmen
uXCncdm2Qk,gSZA8tz73u,8,GLnXqLn8WO,Troupe
uXCncdm2Qk,q7NtX7qibv,9,LT7h2egMXA,Pathfinders
uXCncdm2Qk,sfPB0SkEWj,10,Q2QerOGPJE,Grey Knights
uXCncdm2Qk,MOVCSTbxeA,11,oIGBgz0rWT,Ork Kommandos
uXCncdm2Qk,fd7uXatGhN,12,TQG24C1NEf,Talons of the Emperor
uXCncdm2Qk,81PJKAPQA2,13,oIGBgz0rWT,Ork Kommandos
uXCncdm2Qk,6hfti4aiSQ,14,dtN8qEq6BG,Hive Fleet
uXCncdm2Qk,NpkqErbhCF,15,oIGBgz0rWT,Ork Kommandos
8GdWKIjUD4,80JMMADKA9,1,GLnXqLn8WO,Troupe
8GdWKIjUD4,B2AK93JFVF,2,GLnXqLn8WO,Troupe
8GdWKIjUD4,ItNPjhouDD,3,iZGEmAny5r,Novitiates
8GdWKIjUD4,0PdqcaOArq,4,VNPKVFKkJx,Traitor Space Marine
8GdWKIjUD4,9B6VWQK62V,5,LT7h2egMXA,Pathfinders
8GdWKIjUD4,Sjhb2yH8y1,6,oIGBgz0rWT,Ork Kommandos
8GdWKIjUD4,BsSqpVRkMq,7,GLnXqLn8WO,Troupe
8GdWKIjUD4,ItLbWbutXO,8,LT7h2egMXA,Pathfinders
8GdWKIjUD4,HKniGzQD7g,9,g33HjqCsH4,Warp Coven
8GdWKIjUD4,paCMNjkQb2,10,LT7h2egMXA,Pathfinders
8GdWKIjUD4,4DMD2WJUBU,11,CRhCbDdZmd,Commorite
8GdWKIjUD4,ZqJz7pKCiB,12,HTyPzmoxpg,Wyrmblade
8GdWKIjUD4,w7IMyOiUBG,13,oIGBgz0rWT,Ork Kommandos
8GdWKIjUD4,1OyJMBfcKq,14,CRhCbDdZmd,Commorite
8GdWKIjUD4,jUGV6tkpcD,15,oIGBgz0rWT,Ork Kommandos
8GdWKIjUD4,WTKHSHosL8,16,7MZmTkjtvN,Veteran Guardsmen
8GdWKIjUD4,HBLLBJAKX3,17,GLnXqLn8WO,Troupe
8GdWKIjUD4,WPxfKi984k,18,3F19iI0Bt3,Death Guard
8GdWKIjUD4,UdnBQawSaG,19,3F19iI0Bt3,Death Guard
8GdWKIjUD4,2GdUWWECxf,20,GLnXqLn8WO,Troupe
8GdWKIjUD4,OcluNW0oCT,21,oIGBgz0rWT,Ork Kommandos
8GdWKIjUD4,42vyTAK0eU,22,7MZmTkjtvN,Veteran Guardsmen
8GdWKIjUD4,MpXktUocZq,23,GLnXqLn8WO,Troupe
8GdWKIjUD4,EV92NUP616,24,iZGEmAny5r,Novitiates
8GdWKIjUD4,NaMA4kQGDr,25,TQG24C1NEf,Talons of the Emperor
8GdWKIjUD4,veDG6tUVrP,26,atAe92X7gE,Adeptus Astartes
8GdWKIjUD4,i2YKqLVKOV,27,dtN8qEq6BG,Hive Fleet
mYVpwGgalM,RqpGvERRVB,1,IkroD50yZg,Chaos Daemons
mYVpwGgalM,3NCHEOEgfO,2,i6brz7vN9F, Chaos Daemons
mYVpwGgalM,afnOJ9CVaN,3,ZZWzY52TNC,Chaos Daemons
mYVpwGgalM,raCa9hoYcE,4,rkdcF6d9OH,Chaos Daemons
mYVpwGgalM,6Lnk3hQ1Wy,5,hBN25izm9S,Chaos Daemons
mYVpwGgalM,7zF5HmGb5B,6,8IBdQReiAN,Chaos Daemons
mYVpwGgalM,ADqjVoSnGS,7,nrXaIfKCUR,Chaos Daemons
mYVpwGgalM,xMsgfAhybY,8,MSWvwylms7,Chaos Daemons
mYVpwGgalM,RdRw6tpTWM,9,w9zpvBTMaC,Chaos Daemons
mYVpwGgalM,JgN1BEaDKA,10,4pcaSZpp8L,Chaos Daemons
mYVpwGgalM,IEmCzSoD9K,11,fVUaIRAo0H,Chaos Daemons
mYVpwGgalM,ARa8lfi3v0,12,Azt5yCiSwl,Chaos Daemons
mYVpwGgalM,6MGW6aJPzL,13,JMq7NWfriM,Chaos Daemons
mYVpwGgalM,Fqb8FdFZzX,14,iwdVsSNmvZ,Chaos Daemons
mYVpwGgalM,5KigQAJxEL,15,UuzeMUdhXQ,Chaos Daemons
mYVpwGgalM,i3azU41Nik,16,29UH3lyRka,Chaos Daemons
mYVpwGgalM,Xp85x3frDH,17,lTyvtaOWED,Chaos Daemons
mYVpwGgalM,jdqoU0HtgF,18,fjxEavlMfE,Chaos Daemons
mYVpwGgalM,WidbNjorKH,19,086vFPooLm,Chaos Daemons
mYVpwGgalM,NLo6CVidgP,20,sgFGICkebP,Chaos Daemons
mYVpwGgalM,oHcqqI6gPI,21,HlbdLTKOkJ,Chaos Daemons
mYVpwGgalM,IlPYQ36dNK,22,OdHOnT0FSg,Chaos Daemons
mYVpwGgalM,bCkcqGOWCy,23,3Ygh1NkGLI,Chaos Daemons
mYVpwGgalM,9f7drzkpCi,24,wjyAyqcEqk,Chaos Daemons
lWHMeJJE0d,3J345oXfnW,1,4yp7iaApBV,Necrons
lWHMeJJE0d,zD4I8lrumy,2,LT7h2egMXA,Pathfinders
